Wall time,Step,Value
1638361350.6896458,14244,1.875
1638361394.0915496,28496,0.5625
1638361437.5590189,42729,1.5
1638361459.2972155,49851,1.4642857313156128
1638361502.6585712,64096,1.5555555820465088
1638361546.1093817,78332,1.2272727489471436
1638361567.789549,85447,1.0833333730697632
1638361589.359864,92567,0.9807692170143127
1638361611.0483596,99693,0.8392857313156128
1638361648.3678901,106814,0.699999988079071
1638361687.207152,113929,0.796875
1638361727.2925181,121048,0.6176470518112183
1638361765.735764,128168,0.4861111044883728
1638361803.9209788,135289,0.3947368562221527
1638361842.0315576,142403,0.42500001192092896
1638361880.519554,149523,0.5952380895614624
1638361958.089413,163765,0.77173912525177
1638362037.1465042,178003,0.800000011920929
1638362074.843814,185113,0.46000000834465027
1638362266.7360628,220712,0.2800000011920929
1638362305.999722,227821,0.18000000715255737
1638362344.76652,234938,0.20000000298023224
1638362384.526618,242061,0.25
1638362422.488605,249185,0.3400000035762787
1638362499.708729,263423,0.3100000023841858
1638362621.372058,284780,0.5
1638362662.048362,291894,0.47999998927116394
1638362741.3696618,306145,0.5699999928474426
1638362782.0792255,313260,0.5799999833106995
1638362822.8457985,320377,0.6000000238418579
1638362862.730873,327500,0.4699999988079071
1638362941.5436604,341736,0.12999999523162842
1638363022.1515744,355980,-0.05999999865889549
1638363061.012697,363105,-0.2199999988079071
1638363181.2476964,384469,-0.10999999940395355
1638363220.5171578,391589,0.18000000715255737
1638363260.901074,398700,0.3799999952316284
1638363300.7515945,405816,0.18000000715255737
1638363341.363192,412929,-0.18000000715255737
1638363460.5463476,434283,-0.5099999904632568
1638363501.0474067,441391,-0.3199999928474426
1638363541.4509792,448515,-0.7400000095367432
1638363582.8734748,455639,-0.7200000286102295
1638363624.0895145,462756,-0.9300000071525574
1638363664.5727966,469878,-0.8899999856948853
1638363706.1031332,476994,-1.0099999904632568
1638363745.9891472,484112,-1.2100000381469727
1638363787.135985,491233,-1.409999966621399
1638363828.7827625,498355,-1.7599999904632568
1638363909.4896169,512594,-2.119999885559082
1638363949.6991231,519712,-2.2200000286102295
1638363989.9927058,526835,-2.509999990463257
1638364030.2993016,533951,-2.4100000858306885
1638364111.6511602,548182,-2.240000009536743
1638364193.729897,562418,-2.259999990463257
1638364235.2382703,569534,-2.619999885559082
1638364318.701534,583769,-2.809999942779541
1638364360.4059923,590884,-2.619999885559082
1638364444.104716,605121,-2.9100000858306885
1638364485.0398526,612237,-3.1700000762939453
1638364526.852816,619346,-3.0999999046325684
1638364569.1141858,626466,-2.9600000381469727
1638364611.3595393,633584,-3.319999933242798
1638364653.6489336,640703,-3.75
1638364738.3778577,654955,-4.389999866485596
1638364780.983539,662078,-4.389999866485596
1638364823.493134,669196,-4.510000228881836
1638364866.1338475,676311,-4.75
1638365079.1592524,711893,-4.869999885559082
1638365121.9460979,719013,-5.409999847412109
1638365207.714967,733242,-5.920000076293945
1638365293.8181398,747497,-6.449999809265137
1638365336.994339,754611,-6.820000171661377
1638365380.319674,761726,-6.909999847412109
1638365510.531893,783077,-7.360000133514404
1638365554.0684197,790194,-7.510000228881836
1638365684.6429672,811545,-8.529999732971191
1638365815.81806,832911,-8.710000038146973
1638365903.5887463,847142,-8.869999885559082
1638365947.5376477,854260,-8.479999542236328
1638365991.63168,861379,-8.899999618530273
1638366168.4872465,889850,-10.8100004196167
1638366212.7794583,896969,-11.010000228881836
1638366257.23382,904092,-11.739999771118164
1638366301.766249,911210,-12.369999885559082
1638366390.8020842,925451,-13.619999885559082
1638366435.408582,932574,-14.119999885559082
1638366569.64646,953930,-16.020000457763672
1638366704.1345606,975304,-18.209999084472656
1638366749.189466,982423,-18.3700008392334
1638366839.5104673,996659,-19.079999923706055
1638366929.9355645,1010905,-20.1200008392334
1638366975.2647185,1018018,-21.270000457763672
1638367020.4527447,1025132,-21.43000030517578
1638367065.7368577,1032253,-22.209999084472656
1638367110.9198797,1039371,-22.81999969482422
1638367155.9357486,1046488,-22.010000228881836
1638367246.1676695,1060721,-22.56999969482422
1638367291.219572,1067843,-22.329999923706055
1638367336.324522,1074969,-22.270000457763672
1638367381.3644137,1082086,-22.600000381469727
1638367471.3951516,1096323,-22.549999237060547
