Wall time,Step,Value
1638277152.9033825,3746,116.25
1638277178.632742,13483,154.8000030517578
1638277188.5440843,17120,148.3333282470703
1638277217.6608913,28122,152.77777099609375
1638277221.7275832,29666,157.45614624023438
1638277226.5950024,31509,157.8688507080078
1638277241.7467585,37241,155.2083282470703
1638277247.2557604,39322,156.11842346191406
1638277271.8785567,48661,154.0625
1638277276.3403604,50343,151.5500030517578
1638277314.3099647,64852,158.6999969482422
1638277328.6900213,70355,165.64999389648438
1638277334.0418804,72406,166.0500030517578
1638277335.5562553,72982,166.25
1638277347.691158,77622,160.10000610351562
1638277373.1092353,87396,160.0500030517578
1638277393.312577,95039,159.5
1638277417.703096,101987,159.5500030517578
1638277433.4353793,105269,159.10000610351562
1638277445.6324532,107861,163.1999969482422
1638277476.1191316,114238,157.35000610351562
1638277480.3419657,115137,158.10000610351562
1638277512.5910478,122081,154.25
1638277529.2411637,125527,154.25
1638277537.6538012,127282,155.9499969482422
1638277539.9208593,127749,156.85000610351562
1638277556.6780734,131242,163.4499969482422
1638277582.2022474,136635,159.8000030517578
1638277610.3538058,142341,165.64999389648438
1638277615.0010247,143316,164.60000610351562
1638277635.5426745,147537,171.14999389648438
1638277670.2031436,154745,173.25
1638277689.4105818,158768,174.89999389648438
1638277704.8726199,161854,164.39999389648438
1638277760.7529533,173312,169.4499969482422
1638277778.3443325,177197,169.3000030517578
1638277797.7991397,181017,172.89999389648438
1638277825.9196706,186733,176.0500030517578
1638277840.6690614,189727,178.14999389648438
1638277847.4512188,191116,178.3000030517578
1638277916.10555,205157,178.1999969482422
1638277934.5402863,208926,179.5
1638277938.8461957,209804,177.1999969482422
1638277953.476478,212762,174.60000610351562
1638277970.245703,216146,175.3000030517578
1638277976.7506096,217469,173.39999389648438
1638278009.2931538,224123,171.60000610351562
1638278012.3148978,224728,171.1999969482422
1638278050.774815,232574,170.6999969482422
1638278078.4659557,238171,164.5500030517578
1638278108.561279,244276,161.89999389648438
1638278165.4058878,255824,168.64999389648438
1638278177.3747547,258228,163.5
1638278212.2964594,265331,165.64999389648438
1638278365.749779,296104,173.14999389648438
1638278367.8636987,296517,171.35000610351562
1638278401.2029665,303150,169.5500030517578
1638278439.1033766,310568,172.3000030517578
1638278444.8125598,311671,171.39999389648438
1638278448.1445847,312251,170.3000030517578
1638278458.6711414,314239,165.3000030517578
1638278475.1290853,317726,163.10000610351562
1638278508.1923022,324261,156.85000610351562
1638278518.3068154,326191,157.5
1638278521.4066298,326814,158.4499969482422
1638278552.8547347,332834,152.60000610351562
1638278610.6930966,343950,151.1999969482422
1638278617.94533,345352,152.6999969482422
1638278685.4177172,358438,151.6999969482422
1638278690.0955217,359327,147.4499969482422
1638278702.8869507,361970,154.0500030517578
1638278732.4265747,367620,161.0500030517578
1638278752.7724018,371508,162.0
1638278759.2722185,372748,161.10000610351562
1638278769.2027948,374609,161.3000030517578
1638278792.8494287,379176,161.8000030517578
1638278808.2078373,382103,165.3000030517578
1638278842.6284962,388714,162.0500030517578
1638278863.1311433,392641,161.1999969482422
1638278888.6520925,397540,163.1999969482422
1638278901.825106,400043,159.5
1638278926.4768524,404729,162.5500030517578
1638278932.6369777,405893,160.5
1638278943.3947177,407936,160.1999969482422
1638278951.6464052,409502,162.3000030517578
1638278955.6375933,410265,162.3000030517578
1638278978.3851006,414643,169.85000610351562
1638278982.787294,415487,171.0500030517578
1638279018.4062066,422235,172.5500030517578
1638279046.6970108,427570,175.0500030517578
1638279066.4357986,431299,170.39999389648438
1638279087.4832082,435298,171.5500030517578
1638279099.1518023,437595,178.8000030517578
1638279137.3216867,444552,173.9499969482422
1638279158.4011698,448488,166.9499969482422
1638279162.1405644,449191,165.75
1638279170.3259563,450751,169.64999389648438
1638279183.3954482,453209,174.35000610351562
1638279190.193814,454515,171.5500030517578
