Wall time,Step,Value
1636909430.5324082,2480,1.125
1636909432.2842634,3092,1.0
1636909438.8088024,5412,1.0
1636909439.8927867,5807,1.0540540218353271
1636909443.747196,7184,1.06521737575531
1636909450.2298229,9582,1.2758620977401733
1636909451.2847812,9960,1.25
1636909458.0946047,12390,1.1973683834075928
1636909481.429243,20911,1.3799999952316284
1636909482.6773775,21361,1.4500000476837158
1636909486.5981243,22818,1.5299999713897705
1636909492.0540872,24772,1.5199999809265137
1636909508.049502,30519,1.3799999952316284
1636909509.576889,31050,1.3700000047683716
1636909517.429381,33881,1.3200000524520874
1636909519.1279237,34486,1.3200000524520874
1636909522.352324,35690,1.3300000429153442
1636909524.3671536,36409,1.25
1636909537.7522511,41272,1.2799999713897705
1636909538.3360157,41480,1.25
1636909541.1435058,42480,1.2999999523162842
1636909548.8952656,45301,1.309999942779541
1636909551.6397574,46271,1.3600000143051147
1636909558.757939,48830,1.340000033378601
1636909579.0914054,56196,1.2599999904632568
1636909579.4197912,56311,1.2899999618530273
1636909586.4872215,58826,1.2300000190734863
1636909587.8824883,59350,1.2799999713897705
1636909594.1638138,61673,1.340000033378601
1636909595.193996,62037,1.3200000524520874
1636909595.609374,62202,1.3200000524520874
1636909599.5610645,63648,1.350000023841858
1636909605.5502045,65749,1.2999999523162842
1636909613.2687733,68581,1.3200000524520874
1636909620.7169628,71241,1.3200000524520874
1636909630.2589943,74678,1.2000000476837158
1636909633.522911,75825,1.149999976158142
1636909636.3064382,76878,1.190000057220459
1636909638.5146973,77654,1.0800000429153442
1636909638.7899468,77746,1.0700000524520874
1636909651.146873,82246,1.1699999570846558
1636909656.1905777,84085,1.1699999570846558
1636909658.6981125,84987,1.190000057220459
1636909659.0724537,85123,1.190000057220459
1636909659.5819154,85303,1.2000000476837158
1636909660.582599,85650,1.190000057220459
1636909661.1080759,85834,1.1799999475479126
1636909666.1094549,87676,1.2599999904632568
1636909670.1268632,89147,1.3799999952316284
1636909684.916483,94442,1.309999942779541
1636909687.4305825,95320,1.2999999523162842
1636909690.2579813,96344,1.309999942779541
1636909697.684086,98901,1.159999966621399
1636909698.8113754,99287,1.1399999856948853
1636909704.30996,100280,1.0800000429153442
1636909707.0504484,100793,1.100000023841858
1636909708.5408015,101065,1.1200000047683716
1636909714.7774653,102126,1.100000023841858
1636909718.414767,102741,1.0499999523162842
1636909719.5087614,102921,1.0099999904632568
1636909723.3622596,103583,1.0099999904632568
1636909724.9927413,103866,1.0199999809265137
1636909728.5779967,104489,1.0399999618530273
1636909731.5096588,104992,1.059999942779541
1636909736.2139301,105803,1.0499999523162842
1636909736.7554216,105895,1.0499999523162842
1636909752.2354803,108493,0.9700000286102295
1636909756.6945295,109280,1.0499999523162842
1636909782.1946847,113664,1.1799999475479126
1636909788.9027762,114809,1.25
1636909793.6440816,115634,1.2999999523162842
1636909810.6515253,118550,1.2599999904632568
1636909812.2339625,118819,1.2699999809265137
1636909817.3886423,119684,1.2000000476837158
1636909836.2888064,122936,1.2300000190734863
1636909838.176521,123256,1.2300000190734863
1636909843.5994456,124168,1.1699999570846558
1636909851.6998005,125597,1.2100000381469727
1636909857.6612132,126613,1.149999976158142
1636909858.3478372,126731,1.149999976158142
1636909863.7337284,127656,1.1299999952316284
1636909864.4874125,127792,1.1299999952316284
1636909867.6222587,128323,1.090000033378601
1636909883.8790205,131121,1.190000057220459
1636909885.97092,131488,1.1699999570846558
1636909893.4296944,132788,1.2200000286102295
1636909931.6303818,139363,1.3600000143051147
1636909934.8152735,139934,1.4199999570846558
1636909936.6749628,140266,1.4299999475479126
1636909939.5145416,140751,1.4500000476837158
1636909943.0327363,141319,1.440000057220459
1636909947.974223,142192,1.5
1636909959.3015087,144164,1.6399999856948853
1636909965.553186,145286,1.690000057220459
1636909969.6649194,145991,1.6799999475479126
1636909979.6379774,147729,1.7000000476837158
1636910021.4319282,155055,2.3499999046325684
1636910024.1313796,155512,2.319999933242798
1636910024.8350184,155630,2.309999942779541
1636910025.3825154,155720,2.319999933242798
1636910041.3970578,158500,2.4000000953674316
1636910053.7422674,160644,2.390000104904175
1636910065.3217869,162652,2.450000047683716
1636910100.1724358,168736,2.309999942779541
1636910111.9100945,170785,2.390000104904175
1636910114.1411202,171161,2.4000000953674316
1636910116.1499443,171506,2.390000104904175
1636910134.3264496,174657,2.140000104904175
1636910139.5131598,175543,2.240000009536743
1636910146.4564636,176753,2.2300000190734863
1636910170.3091247,180940,2.450000047683716
1636910173.5260472,181509,2.4700000286102295
1636910187.3485978,183964,2.6700000762939453
1636910189.6717074,184358,2.680000066757202
1636910192.6434052,184876,2.640000104904175
1636910193.5031872,185025,2.680000066757202
1636910241.8300714,193444,2.7799999713897705
1636910249.4429848,194783,2.8499999046325684
1636910250.0054953,194873,2.819999933242798
1636910274.764978,199241,3.049999952316284
1636910289.177066,201814,3.2300000190734863
1636910300.7906122,203869,3.1700000762939453
1636910304.8553035,204575,3.2300000190734863
1636910333.250087,209574,3.25
1636910346.5972073,211954,3.4000000953674316
1636910356.8835497,213778,3.5199999809265137
1636910364.3623402,215111,3.609999895095825
1636910399.3120766,221241,3.6600000858306885
1636910402.851291,221845,3.630000114440918
1636910433.7463472,227332,3.6700000762939453
1636910454.4311304,230982,3.759999990463257
1636910454.9476,231074,3.759999990463257
1636910474.1760604,234468,4.059999942779541
1636910479.5959811,235406,4.090000152587891
1636910500.456924,239127,4.170000076293945
1636910501.1645668,239247,4.179999828338623
1636910525.8800097,243549,3.950000047683716
1636910539.4553368,245949,4.119999885559082
1636910543.967434,246760,4.190000057220459
1636910548.313381,247505,4.210000038146973
1636910551.7434952,248102,4.199999809265137
1636910572.3782341,251666,3.940000057220459
1636910591.02917,254966,4.119999885559082
1636910601.5207002,256718,4.03000020980835
1636910605.5733793,257426,4.03000020980835
1636910608.1276991,257873,3.9800000190734863
1636910610.090481,258206,3.9700000286102295
1636910614.210222,258927,3.890000104904175
1636910624.1662629,260670,4.0
1636910635.9859958,262699,3.799999952316284
1636910657.9789667,266592,4.099999904632568
1636910660.5863347,267041,4.139999866485596
1636910663.088606,267463,4.179999828338623
1636910669.331275,268527,4.199999809265137
1636910674.317803,269398,4.239999771118164
1636910675.1525614,269536,4.269999980926514
1636910700.0161388,273840,4.139999866485596
1636910710.483644,275648,4.179999828338623
1636910718.4468746,277052,4.340000152587891
1636910730.3596916,279146,4.539999961853027
1636910743.210361,281404,4.639999866485596
1636910752.007351,282953,4.590000152587891
1636910779.5773864,287725,4.840000152587891
1636910784.0774715,288494,4.739999771118164
1636910794.37182,290231,4.599999904632568
1636910799.131142,291057,4.550000190734863
1636910810.7206674,293044,4.46999979019165
1636910828.0674205,296056,4.389999866485596
1636910831.1231945,296565,4.380000114440918
1636910838.2806938,297800,4.340000152587891
1636910840.4106278,298160,4.340000152587891
1636910891.3669007,306925,4.25
1636910912.787353,310625,4.059999942779541
1636910925.6740549,312856,4.110000133514404
1636910931.139017,313821,4.210000038146973
1636910933.574229,314245,4.179999828338623
1636910955.4240694,318005,4.300000190734863
1636910976.0568063,321585,4.510000228881836
1636910978.025594,321916,4.429999828338623
1636911006.668604,326875,4.670000076293945
1636911012.3317463,327847,4.730000019073486
1636911023.7781422,329831,4.730000019073486
1636911049.425432,334245,4.880000114440918
1636911058.247443,335752,4.920000076293945
1636911094.3712454,341994,5.369999885559082
1636911111.9161768,345019,5.300000190734863
1636911115.9778657,345712,5.289999961853027
1636911117.254024,345933,5.349999904632568
1636911121.369761,346634,5.329999923706055
1636911127.363203,347668,5.340000152587891
1636911132.7330801,348608,5.360000133514404
1636911141.9484477,350183,5.380000114440918
1636911168.0091124,354755,5.699999809265137
1636911215.8355408,363045,5.599999904632568
1636911221.831986,364062,5.679999828338623
1636911231.646899,365740,5.590000152587891
1636911242.296569,367541,5.440000057220459
1636911272.651134,372740,5.369999885559082
1636911275.4346626,373220,5.449999809265137
1636911279.0449402,373843,5.550000190734863
1636911289.9478407,375705,5.329999923706055
1636911302.8535593,377923,5.510000228881836
1636911307.127441,378642,5.46999979019165
1636911338.7041156,384071,5.349999904632568
1636911346.9536068,385487,5.380000114440918
1636911348.3939147,385731,5.360000133514404
1636911352.358515,386416,5.409999847412109
1636911358.4190176,387453,5.639999866485596
1636911364.3604124,388460,5.53000020980835
1636911376.9578521,390619,5.800000190734863
1636911381.520996,391396,5.849999904632568
1636911389.104882,392691,5.78000020980835
1636911421.195022,398177,5.739999771118164
1636911438.067347,401103,6.010000228881836
1636911448.033397,402808,6.199999809265137
1636911457.1346629,404349,6.210000038146973
1636911463.7416623,405487,6.210000038146973
1636911483.8679378,408938,6.21999979019165
1636911486.302148,409370,6.349999904632568
1636911523.7381434,415660,6.489999771118164
1636911537.603734,418016,6.5
1636911597.5341544,428238,6.590000152587891
1636911598.8783748,428463,6.619999885559082
1636911601.6859243,428931,6.659999847412109
1636911665.9072409,439828,6.260000228881836
1636911677.2175107,441740,6.230000019073486
1636911690.4775522,444026,6.199999809265137
1636911694.277003,444667,6.239999771118164
1636911697.8202193,445275,6.239999771118164
1636911708.8182063,447176,6.349999904632568
1636911749.5602028,454056,6.559999942779541
1636911752.5419095,454571,6.610000133514404
1636911767.7367072,457145,6.690000057220459
1636911770.3961227,457586,6.480000019073486
1636911777.262357,458741,6.28000020980835
1636911804.8414,463461,6.690000057220459
1636911814.8995337,465155,6.840000152587891
1636911830.470673,467815,6.980000019073486
1636911859.31987,472751,7.320000171661377
1636911867.333146,474132,7.179999828338623
1636911871.9373276,474924,7.369999885559082
1636911916.6969714,482653,7.769999980926514
1636911961.2254055,490300,8.220000267028809
1636911972.359516,492206,8.329999923706055
1636912005.7838683,497946,8.510000228881836
1636912018.0800338,500085,8.729999542236328
1636912020.8145165,500558,8.65999984741211
